time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,6.5531986788323326e-06,1.3106372542757808e-05,1.965955043834441e-05,2.6212704666744507e-05,3.276588857671362e-05,3.931913296460231e-05,4.587224853038941e-05,5.242545989013623e-05,5.897893450339775e-05,6.553218725556134e-05,7.208549497052954e-05,7.863811414432075e-05,8.51922702003799e-05,9.174462507180849e-05,9.829781375749957e-05,0.000104850818486869,0.00011140407822617015,0.0001179572189341353,0.00012451048216254,0.00013106352405415863,0.00013761711457032586,0.00014417006861136718,0.0001507232959766943,0.00015727653125054004,0.00016382996623911288,0.00017038260528457236,0.00017694058965630468,0.00018348893468443276,0.00019004251511910012,0.00019660478200897878,0.00020314903767444485,0.00020970183811967123,0.00021626120096118333,0.00022280818686998464,0.00022936125352603716,0.00023591434632331748,0.0002424678359432552,0.00024902119894078777,0.00025557436155349954,0.0002621274240863869,0.00026868029716922893,0.0002752376854860793,0.00028178700594820626,0.0002883397592589873,0.0002948929929691161,0.00030144642963144465,0.0003079992748940541,0.00031455245171433906,0.00032110672974692607,0.0003276645012413148,0.0003342119782026639,0.00034076517377961703,0.00034731948160014823,0.0003538724577313467,0.0003604247927241273,0.00036697849256504567,0.00037353103280156135,0.0003800847266981591,0.0003866373948722191,0.0003931905901733809
0.1,2.6212794712515117e-05,5.242549014851757e-05,7.863820167739405e-05,0.000104850818486869,0.00013106355395507894,0.00015727653125054004,0.00018348899315628544,0.00020970183811967123,0.00023591573596202435,0.00026212874620802336,0.0002883419761363841,0.00031455245171433906,0.000340769074618643,0.00036697849256504567,0.00039319124553204433,0.0004194032624204977,0.0004456162990784876,0.00047182885932409873,0.0004980419093475161,0.0005242540737030052,0.0005504684322188847,0.0005766802444797881,0.0006028931496663059,0.000629106086098534,0.0006553198209843686,0.000681530371675839,0.0007077623032317356,0.0007339556769603322,0.0007601699918406414,0.0007864190520487467,0.0008125960668596015,0.0008388072602627727,0.0008650447027077112,0.0008912326368703822,0.0009174448934451233,0.000943657253993785,0.0009698712012249799,0.0009960846413418593,0.0010222972792779358,0.00104850951623626,0.0010747209947191384,0.0011009505334423574,0.001127147800043602,0.0011533587973108286,0.0011795717154321108,0.0012057854446021682,0.0012319968073971697,0.0012582094956289664,0.0012844265878983454,0.0013106576531837113,0.0013368475395037565,0.001363060299418931,0.001389277507429043,0.001415489387788471,0.0014416987026832763,0.0014679134760401872,0.001494123610035482,0.0015203383577070439,0.0015465490015105928,0.0015727617528255582
0.15000000000000002,5.8978788075720435e-05,0.00011795735261465629,0.00017693595303329667,0.0002359143398393921,0.00029489299296911616,0.0003538721893869907,0.00041285022519023856,0.000471829121720742,0.0005308103859117804,0.0005897896515293891,0.0006487694097859582,0.0007077429689435604,0.0007667303576089017,0.00082570153298002,0.0008846802098420524,0.000943657228058087,0.001002636538121222,0.001061614773457917,0.001120594107831145,0.00117957144632389,0.001238553718383928,0.0012975302579141617,0.0013565092529046233,0.001415488314411383,0.001474469168487068,0.0015334428540118026,0.0015924646421850111,0.0016513996708311907,0.00171038181244289,0.0017694421262349036,0.0018283403330120042,0.0018873154364862522,0.0019463495950065683,0.0020052723545154008,0.0020642498338262786,0.002123227541316322,0.0021822088129131324,0.002241188937411964,0.0023001672507491737,0.0023591446554665162,0.0024181203470302823,0.002477136667351813,0.002536080368543871,0.0025950549566302167,0.002654033859390673,0.00271301457960065,0.0027719899678990073,0.0028309683306895744,0.0028899565946513585,0.0029489762897947284,0.0030079033241428147,0.0030668818156239,0.003125870306744705,0.003184846801941294,0.0032438175159607246,0.0033028005024480613,0.0033617730411677296,0.003420755951259414,0.0034797296181139407,0.00353870801714851
0.2,0.00010485117866995083,0.00020970195915319577,0.00031455280184662686,0.0004194032624204977,0.0005242541933066811,0.000629106086098534,0.0007339559108477233,0.0008388072602627727,0.000943662812547839,0.0010485148047218976,0.0011533676648185726,0.0012582094956289664,0.0013630759027705053,0.0014679134760401872,0.0015727643742591987,0.0016776123119554875,0.001782464311437739,0.0018873143869002633,0.0019921664020211005,0.0020970148539400527,0.0022018720608811453,0.0023067190601160996,0.0024115704072756954,0.002516421854562841,0.002621276469725138,0.002726118321107701,0.0028310456677454296,0.0029358187540895033,0.0030406755746760134,0.0031456713450186092,0.003250378901797846,0.0033552231392360164,0.003460172338065286,0.003564923468474412,0.003669771851608056,0.003774620612814059,0.0038794756818321396,0.0039843286824125905,0.004089178433212651,0.0041940265379607445,0.004298871565590249,0.004403788789656892,0.004508576880238622,0.004613419846851859,0.004718270449308017,0.004823124247317935,0.004927968530152306,0.005032818063924042,0.005137685161902261,0.005242608098746584,0.0053473662664075185,0.005452215872942843,0.00555708321557821,0.005661929190436546,0.005766764845135832,0.005871622274135347,0.0059764610852724165,0.006081318289414969,0.006186159015502736,0.006291008107829137
0.25,0.00016382996623911286,0.00032765930771539245,0.0004914887412028786,0.0006553175698402642,0.0008191471229562021,0.0009829781660690804,0.001146805962288982,0.0013106361226262804,0.0014744728291776765,0.0016383039496914188,0.0018021364003725378,0.0019659515892428234,0.0021298051474619327,0.0022936136190267794,0.002457442874470186,0.0026212674651583875,0.002785098360845435,0.002948926206120148,0.003112757035378461,0.003276582247813377,0.0034404210880331926,0.0036042439242121456,0.0037680734969009772,0.0039319031663282945,0.004095737723245636,0.004259552271888566,0.004423500339115702,0.004587207305003599,0.004751045032699791,0.004915099793583949,0.005078704143962267,0.005242521976886704,0.005406503728441266,0.005570175913308472,0.005733999966854613,0.005897824520274677,0.00606165883615709,0.006225489824059694,0.006389315635547606,0.006553138773842921,0.006716957000319546,0.006880887926767483,0.007044616974047787,0.007208431653101115,0.007372258148872548,0.0075360895208445395,0.007699905906018643,0.007863730373720904,0.00802758216071008,0.008191521068129362,0.008355202395602987,0.00851902646297455,0.008682878107800818,0.008846696228124855,0.009010498083144169,0.009174333817454248,0.009338140316216282,0.009501975405827874,0.009665784598135826,0.009829606709407543
0.30000000000000004,0.00023591515025132018,0.0004718293940461641,0.0007077437567411551,0.000943657228058087,0.001179571715432111,0.001415488314411383,0.0016514001970776289,0.0018873154364862522,0.002123240048055403,0.0023591565545503434,0.0025950749085046705,0.0028309683306895744,0.0030669169231207776,0.0033028005024480613,0.0035387139153643227,0.0037746205090714983,0.004010536073198704,0.004246447129172429,0.004482362359712029,0.004718269372878879,0.004954195874056948,0.005190099186706341,0.005426012050353475,0.005661924896949701,0.005897844618358412,0.006133735357992031,0.006369818186976725,0.006605553647704148,0.006841477214426143,0.007077713110439473,0.007313300214187869,0.007549194520746012,0.007785324651371581,0.008021008783967325,0.008256911375190353,0.008492814448302933,0.008728731334546143,0.00896464317700099,0.009200547307147776,0.00943644732280901,0.009672339993595758,0.009908394672261532,0.010144158361872506,0.010380045067895942,0.01061594849073449,0.010851858629324711,0.011087746874444969,0.011323646438788592,0.011559585016155009,0.011795648712302532,0.012031341157908939,0.012267238799810811,0.012503175799224216,0.012739064163704303,0.012974928739411256,0.013210841726714913,0.013446712234789193,0.013682623525572759,0.013918497130570215,0.014154388937505862
0.35000000000000003,0.0003211067297469261,0.0006422122104683515,0.0009633178225510572,0.0012844221756567983,0.001605527850778988,0.0019266363238421551,0.0022477382860560642,0.0025688447105051892,0.002889963769597564,0.0032110716596502813,0.003532181911921747,0.0038532580617085545,0.004174409121390936,0.004495471493044822,0.004816574258149169,0.005137667513008864,0.0054587727337841825,0.005779871559438766,0.006100975792852407,0.006422068552030488,0.006743187531720683,0.007064274629368527,0.007385374391716078,0.007706473780393935,0.008027582160710083,0.00834865071287683,0.008669980322337095,0.00899083671632171,0.009311948715327678,0.009633485384276422,0.009954138524027873,0.01027520932562372,0.010596600619640037,0.01091738436318248,0.011238464932569895,0.011559545624559835,0.011880644569018077,0.012201736084605262,0.012522816523987854,0.012843890768922115,0.013164954407321825,0.013486237928668371,0.013807124747137226,0.014128178347112358,0.014449254029766191,0.014770338167482714,0.01509139180535539,0.015412460133555893,0.015733580830434798,0.016054871077817418,0.01637565526015447,0.016696717954848058,0.01701783342598192,0.017338881893450807,0.01765989715976198,0.017980977480052503,0.018301999129576432,0.01862307541898813,0.018944099531497616,0.019265147519248377
0.4,0.0004194047031527854,0.0008388077443968176,0.001258210896157771,0.0016776123119554875,0.002097015332354428,0.002516421854562841,0.002935819689637808,0.0033552231392360164,0.0037746428469807767,0.004194047691845154,0.004613455316764875,0.005032818063924042,0.00545227828605924,0.005871622274135347,0.006291018593498856,0.006710402033431615,0.007129800613816807,0.007549190322439441,0.007968586544720763,0.008387967200277416,0.00880738149229579,0.009226753501589482,0.009646141380822915,0.010065528069852598,0.010484925770297183,0.010904270687508672,0.011323955780813945,0.011743021977979128,0.012162421168835992,0.01258237413924024,0.013001172209086599,0.013420514844167746,0.01384027509921749,0.014259240822030348,0.014678593192700038,0.015097944655053111,0.015517318857993189,0.015936682228541527,0.016356029972419788,0.01677536843518863,0.01719469182373695,0.01761430114862281,0.018033391059909473,0.018452697491007888,0.01887203142095887,0.019291375020263114,0.019710677379841175,0.020129997491550103,0.020549384535902427,0.020968991531295045,0.021387936037590913,0.021807242747260723,0.02222661679971359,0.02264590172220409,0.023065141633140458,0.023484464830529676,0.023903709690200843,0.024323024173494842,0.02474226873966858,0.025161542687561697
0.45,0.0005308090680627457,0.0010616159765823828,0.0015924229125953574,0.002123227482961037,0.0026540338593906724,0.0031848443868461216,0.0037156435825169178,0.004246449490735209,0.004777275526121828,0.005308082244985778,0.005838891920448498,0.00636964417954529,0.006900519130805506,0.007431246243305642,0.007962038800743173,0.008492814214884422,0.009023607892051953,0.009554389385736273,0.01008517811181883,0.010615946068805431,0.011146755472846845,0.0116775101832581,0.012208283742752709,0.012739054503568579,0.013269837852023212,0.013800552992750823,0.014331697202498859,0.014862056614823212,0.015392835893549528,0.01592431440887575,0.016454329590754137,0.01698503223532693,0.017516261622095,0.01804648359415249,0.01857719299767685,0.019107899285127072,0.019638632330240786,0.02016934958699737,0.020700044931666006,0.02123072633901309,0.021761386421212187,0.02229240607679103,0.022822766010173186,0.023353397552070745,0.023884061423933692,0.0244147350047928,0.0249453538091073,0.025475992439484122,0.026006713081072916,0.026537709332609093,0.027067864349361113,0.027598474894211744,0.028129167744034848,0.028659744816530927,0.029190261890534926,0.029720881278377742,0.030251398379384283,0.030782000390425054,0.031312510659367326,0.031843054797689764
