time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.002617990887417994,0.0052359638314195805,0.007853900888711334,0.010471784116245794,0.01308959557134444,0.015707317311820675,0.018324931396102796,0.02094241988335696,0.023559764833610154,0.02617694830787315,0.028793952368263466,0.03141075907812829,0.03402735050216745,0.036643708706556276,0.03925981575906861,0.041884839766713915,0.04449120468828878,0.047106450709642665,0.04972137386865785,0.05233595624294383,0.054950179912445746,0.05756402695956728,0.06017747946929346,0.06279051952931337,0.06540312923014308,0.06801529066524818,0.07062698593116667,0.07323819712763169,0.07584890635769402,0.07845909572784494,0.08106874734813876,0.08369619929191283,0.08628636579792338,0.08889429686644151,0.0915016186634024,0.09410831331851433,0.09671436296578403,0.09931974974363901,0.10192445579505004,0.10452846326765346,0.10713175431387367,0.10973431109104527,0.11233611576153553,0.1149371504928666,0.11753739745783764,0.12013683883464711,0.12273545680701484,0.12558103905862666,0.12793015130164428,0.1305261922200516,0.13312133852655234,0.1357155724343044,0.13830887616271895,0.14090123193758267,0.14349262199117932,0.14608302856241162,0.148672433896923,0.1512608202472192,0.15384816987279004,0.15643446504023087
0.1,0.0052359638314195805,0.010471784116245794,0.015707317311820675,0.02094241988335696,0.02617694830787315,0.03141075907812829,0.036643708706556276,0.04187565372919963,0.047106450709642665,0.05233595624294383,0.05756402695956728,0.06279051952931337,0.06801529066524818,0.07323819712763169,0.07845909572784494,0.08369619929191283,0.08889429686644151,0.09410831331851433,0.09931974974363901,0.10452846326765346,0.10973431109104527,0.1149371504928666,0.12013683883464711,0.12533323356430426,0.1305261922200516,0.1357155724343044,0.14090123193758267,0.14608302856241162,0.1512608202472192,0.15643446504023087,0.16160382110336113,0.1668053298814291,0.17192910027940955,0.1770847403195833,0.1822355254921475,0.18738131458572463,0.19252196652590745,0.19765734037912616,0.2027872953565125,0.20791169081775931,0.21303038627497659,0.21814324139654254,0.22325011601095135,0.22835087011065572,0.2334453638559054,0.2385334575785809,0.24361501178602252,0.24918159011282232,0.2537579445848056,0.2588190451025208,0.26387304996537286,0.26891982061526576,0.27395921869243245,0.2789911060392293,0.28401534470392265,0.2890317969444716,0.294040325232304,0.29904079225608665,0.30403306092549026,0.3090169943749474
0.15000000000000002,0.007853900888711334,0.015707317311820675,0.023559764833610154,0.03141075907812829,0.03925981575906861,0.047106450709642665,0.05495017991244575,0.06279051952931337,0.07062698593116669,0.07845909572784494,0.08628636579792337,0.09410831331851433,0.10192445579505005,0.10973431109104528,0.11753739745783766,0.12536072724339412,0.13312133852655236,0.1409012319375827,0.148672433896923,0.15643446504023087,0.16418684656886295,0.17192910027940952,0.1796607485931926,0.18738131458572463,0.19509032201612828,0.20278729535651252,0.21047175982130567,0.21814324139654256,0.2258012668691037,0.23344536385590542,0.24107506083303867,0.2487444409312913,0.2562893731329967,0.2638730499653729,0.2714404498650743,0.27899110603922933,0.28652455272779837,0.294040325232304,0.3015379599444957,0.3090169943749474,0.31647696718158613,0.3239174181981494,0.331337888462571,0.33873792024529137,0.346117057077493,0.3534748437792572,0.36081082648764184,0.3688523986370721,0.3754155712252831,0.38268343236508984,0.3899276877881883,0.3971478906347807,0.404343595528745,0.4115143586051088,0.41865973753742813,0.4257792915650727,0.432872581520414,0.43993916985591514,0.44697862067112115,0.4539904997395468
0.2,0.010471784116245794,0.02094241988335696,0.03141075907812829,0.04187565372919963,0.05233595624294383,0.06279051952931337,0.07323819712763169,0.0836778433323155,0.09410831331851433,0.10452846326765346,0.1149371504928666,0.12533323356430426,0.1357155724343044,0.14608302856241162,0.15643446504023087,0.1668053298814291,0.1770847403195833,0.18738131458572463,0.19765734037912616,0.20791169081775931,0.21814324139654254,0.22835087011065572,0.2385334575785809,0.2486898871648548,0.2588190451025208,0.26891982061526576,0.2789911060392293,0.2890317969444716,0.29904079225608665,0.3090169943749474,0.31895930929807,0.3289387884506547,0.3387379202452914,0.3485720473218152,0.3583679495453003,0.368124552684678,0.37784078681846717,0.387515586452103,0.3971478906347806,0.40673664307580015,0.4162807922604012,0.42577929156507266,0.43523109937232746,0.44463517918492745,0.45399049973954675,0.4632960351198618,0.472550764869054,0.4827061844930726,0.49090375361514077,0.5,0.5090414157503712,0.5180270093731303,0.5269557954966776,0.5358267949789967,0.5446390350150271,0.5533915492433441,0.5620833778521306,0.5707135676844316,0.5792811723426788,0.5877852522924731
0.25,0.01308959557134444,0.02617694830787315,0.03925981575906861,0.05233595624294383,0.06540312923014306,0.07845909572784494,0.09150161866340238,0.10452846326765346,0.11753739745783764,0.13052619222005157,0.1434926219911793,0.15643446504023087,0.1693495038490246,0.18223552549214747,0.19509032201612825,0.2079572992900201,0.22069743502150108,0.2334453638559054,0.24615329302899303,0.25881904510252074,0.27144044986507426,0.2840153447039226,0.296541574975571,0.3090169943749474,0.3214394653031616,0.33380685923377096,0.34611705707749296,0.35836794954530027,0.3705574375098362,0.3826834323650898,0.39474385638426723,0.40682586671123017,0.41865973753742813,0.4305110968082951,0.4422886902190013,0.45399049973954675,0.4656145203251114,0.4771587602596084,0.4886212414969549,0.49999999999999994,0.511293086077052,0.5224985647159488,0.5336145159156115,0.544639035015027,0.5555702330196022,0.5664062369248328,0.5771451900372336,0.5889474054649199,0.598324600570659,0.6087614290087207,0.619093949309834,0.6293203910498375,0.6394390019805847,0.6494480483301837,0.6593458151000688,0.6691306063588582,0.6788007455329417,0.6883545756937539,0.6977904598416801,0.7071067811865476
0.30000000000000004,0.015707317311820675,0.03141075907812829,0.047106450709642665,0.06279051952931337,0.07845909572784494,0.09410831331851433,0.10973431109104528,0.12533323356430426,0.1409012319375827,0.15643446504023087,0.17192910027940952,0.18738131458572463,0.20278729535651252,0.21814324139654256,0.23344536385590542,0.2487444409312913,0.2638730499653729,0.27899110603922933,0.294040325232304,0.3090169943749474,0.3239174181981494,0.33873792024529137,0.3534748437792572,0.368124552684678,0.38268343236508984,0.3971478906347807,0.4115143586051088,0.4257792915650727,0.43993916985591514,0.4539904997395468,0.46792981426057345,0.48185935382080847,0.49545866843240766,0.5090414157503713,0.5224985647159489,0.5358267949789967,0.5490228179981318,0.5620833778521306,0.5750052520432786,0.5877852522924731,0.6004202253258841,0.6129070536529765,0.6252426563357052,0.6374239897486896,0.6494480483301838,0.661311865323652,0.6730125135097734,0.6859005740324586,0.6959127965923143,0.7071067811865476,0.7181262977631889,0.7289686274214116,0.7396310949786097,0.7501110696304596,0.760405965600031,0.7705132427757893,0.7804304073383298,0.7901550123756904,0.7996846584870906,0.8090169943749475
0.35000000000000003,0.018324931396102796,0.036643708706556276,0.05495017991244575,0.07323819712763169,0.09150161866340238,0.10973431109104528,0.1279301513016443,0.14608302856241162,0.16418684656886295,0.18223552549214747,0.20022300402084464,0.21814324139654256,0.2359902194425134,0.25375794458480566,0.27144044986507426,0.2890952002992401,0.3065260780979277,0.3239174181981494,0.3411999766886718,0.35836794954530027,0.3754155712252831,0.3923371166035614,0.40912690289544595,0.4257792915650727,0.44228869021900136,0.45864955448431505,0.4748563898705946,0.4909037536151409,0.5067862565108241,0.5224985647159488,0.5380354015455252,0.5535129437788017,0.568561850734264,0.5835412113561175,0.5983246005706591,0.6129070536529765,0.6272836733588016,0.6414496315691578,0.6554001709117939,0.6691306063588582,0.6826363268002781,0.6959127965923143,0.7089555570807734,0.7217602280983622,0.7343225094356856,0.7466381822853915,0.7587031106589782,0.7720366808103634,0.7820646124237278,0.7933533402912353,0.8043756352700845,0.8151277957285543,0.8256062107545517,0.8358073613682703,0.8457278217039733,0.8553642601605067,0.8647134405201551,0.8737722230354652,0.8825375654836711,0.8910065241883678
0.4,0.02094241988335696,0.04187565372919963,0.06279051952931337,0.0836778433323155,0.10452846326765346,0.12533323356430426,0.14608302856241162,0.16676874671610228,0.18738131458572463,0.20791169081775931,0.22835087011065572,0.2486898871648548,0.26891982061526576,0.2890317969444716,0.3090169943749474,0.3289387884506547,0.3485720473218152,0.368124552684678,0.387515586452103,0.40673664307580015,0.42577929156507266,0.44463517918492745,0.4632960351198618,0.4817536741017153,0.5,0.5180270093731303,0.5358267949789967,0.5533915492433441,0.5707135676844316,0.5877852522924731,0.6045991148623748,0.621284038134688,0.6374239897486897,0.6534206039901054,0.6691306063588583,0.6845471059286887,0.6996633405133654,0.7144726796328034,0.7289686274214116,0.7431448254773941,0.7569950556517565,0.7705132427757893,0.7836934573258397,0.7965299180241963,0.8090169943749475,0.8211492091337041,0.8329212407100995,0.8459973079395303,0.8553642601605066,0.8660254037844387,0.8763066800438636,0.8862035792312147,0.8957117602394129,0.9048270524660196,0.9135454576426009,0.9218631515885005,0.9297764858882515,0.9372819894918915,0.944376370237481,0.9510565162951535
0.45,0.02355976483361015,0.04710645070964266,0.07062698593116667,0.09410831331851431,0.11753739745783764,0.14090123193758267,0.16418684656886295,0.1873813145857246,0.21047175982130564,0.2334453638559054,0.2562893731329966,0.2789911060392293,0.3015379599444957,0.3239174181981494,0.34611705707749296,0.3682053061929756,0.3899276877881882,0.41151435860510877,0.4328725815204139,0.45399049973954675,0.4748563898705946,0.4954586684324075,0.5157858982850475,0.5358267949789967,0.5555702330196022,0.5750052520432786,0.5941210629020386,0.6129070536529765,0.6313527954493777,0.6494480483301837,0.6671827669045997,0.6846972713550249,0.7015314257708558,0.7181262977631887,0.7343225094356856,0.7501110696304595,0.7654832134930881,0.7804304073383297,0.79494435338751,0.8090169943749475,0.8226405180208598,0.8358073613682703,0.8485102149815037,0.8607420270039435,0.8724960070727971,0.8837656300886935,0.8945446398380251,0.9066160521481956,0.9146071597986135,0.9238795325112867,0.9326390231430941,0.9408807689542256,0.9486001946255046,0.9557930147983301,0.9624552364536473,0.9685831611286311,0.9741733869698493,0.9792228106217657,0.9837286289495358,0.9876883405951378
